what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365697970959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365697982558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365697986418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698022241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698044253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698116576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698117174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698150387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698151131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698561326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698568885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698639105
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365698640678
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365698645048
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365698645101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698724384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698725250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698725640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698743857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698744293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698795100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698803371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698807746
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365698812313
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365698812694
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365698812750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698854757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698856466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698857055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698862570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698864053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698870192
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365698884583
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1365698888598
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365698889179
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365698889382
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365698891690
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365698892758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698897060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698910383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698910413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698915076
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365698915763
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1365698916048
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1365698916210
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365698916221
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1365698917217
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1365698917289
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1365698930749
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1365698938370
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365698945109
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1365698945186
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1365698948675
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365698957536
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365698964011
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1365698964071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698966916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365698980923
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365698991471
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1365699002834
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699002849
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699016188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699025459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699028695
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699042863
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1365699044657
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365699045493
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699047366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699050397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699118913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699120634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699122729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699122752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699125061
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1365699125108
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365699125156
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1365699131775
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1365699133569
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1365699141622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699142224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699148815
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699154029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699159439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699164314
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699166821
executed,command,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui.refactor.rename",1365699173887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699175337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699177839
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699177935
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699177976
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1365699177977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699208070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699221240
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699225734
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699228720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699255673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699332354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699332869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699336015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699336700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699355444
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1365699355724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699362003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699365007
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1365699368804
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365699368962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699370472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699372926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699374906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699399658
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699418830
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1365699420212
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699423975
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1365699423991
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365699424491
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699426767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365699426900
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699426960
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365699427525
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365699429447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699430906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699448681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699449234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699455199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699461091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699595408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699597869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699613073
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699614118
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365699620616
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1365699626182
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699629579
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699629666
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365699632981
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699633212
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699633271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365699634916
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699635105
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365699645388
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699651764
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699651834
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365699674289
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365699675845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699744129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699828797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699837422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699840388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365699847459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365699850806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700029254
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1365700034518
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365700034548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700101579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700102066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700104314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700104799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700105282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365700105831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365700109553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700138327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700304361
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365700309917
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365700329342
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365700350153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700350983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700418646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365700425941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700426244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700530869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700541206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700544477
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1365700544483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1365700544483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700561179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700703696
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365700703700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365700727408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737587532
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365737607583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737636912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737685815
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737690269
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365737694196
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737697676
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365737701911
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737702100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737723377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737733764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365737760017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737760605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737824257
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365737855896
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737860304
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737860348
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737901741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365737936486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365737942235
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737943978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365737948093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737969654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365737970386
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737974533
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365737978232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365737979723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738198606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738198957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738199234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738199560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738199943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365738200326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365738203227
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365738206525
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365738228345
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365738282839
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1365738285563
